Age,NOC,Sport
19.0,FRA,Fencing
31.0,ITA,Shooting
27.0,AUS,Basketball
25.0,JPN,Judo
25.0,ITA,Athletics
27.0,GBR,Athletics
29.0,USA,Rowing
26.0,FRG,Football
37.0,CAN,Equestrianism
37.0,CAN,Equestrianism
27.0,GBR,Rowing
33.0,USA,Hockey
20.0,USA,Basketball
26.0,CAN,Rowing
22.0,CAN,Volleyball
27.0,USA,Hockey
33.0,FRG,Weightlifting
17.0,ITA,Swimming
17.0,ITA,Swimming
22.0,AUS,Athletics
22.0,AUS,Athletics
19.0,ITA,Rowing
25.0,ITA,Water Polo
20.0,FRA,Wrestling
32.0,JPN,Volleyball
34.0,GBR,Rowing
18.0,USA,Swimming
18.0,USA,Swimming
26.0,CAN,Fencing
26.0,CAN,Fencing
26.0,CAN,Football
27.0,USA,Judo
22.0,USA,Diving
29.0,AUS,Athletics
24.0,JPN,Volleyball
26.0,JPN,Volleyball
21.0,AUS,Hockey
21.0,JPN,Boxing
25.0,JPN,Wrestling
24.0,JPN,Fencing
24.0,JPN,Fencing
26.0,JPN,Water Polo
18.0,JPN,Volleyball
27.0,JPN,Weightlifting
21.0,JPN,Rowing
22.0,JPN,Athletics
28.0,ITA,Fencing
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
19.0,FRA,Fencing
19.0,FRA,Fencing
20.0,AUS,Basketball
20.0,USA,Swimming
22.0,FRG,Athletics
26.0,PAK,Hockey
21.0,CAN,Wrestling
22.0,FRG,Rowing
32.0,CAN,Rowing
27.0,FRA,Basketball
29.0,CAN,Wrestling
24.0,FRG,Athletics
23.0,USA,Fencing
25.0,POR,Sailing
22.0,POR,Modern Pentathlon
22.0,POR,Modern Pentathlon
30.0,ITA,Athletics
25.0,USA,Rowing
34.0,AUS,Water Polo
31.0,GBR,Athletics
19.0,AUS,Swimming
19.0,AUS,Swimming
19.0,AUS,Swimming
17.0,CAN,Swimming
17.0,CAN,Swimming
26.0,CAN,Football
25.0,GBR,Wrestling
20.0,GBR,Swimming
20.0,GBR,Swimming
20.0,GBR,Swimming
19.0,USA,Swimming
19.0,USA,Swimming
19.0,USA,Swimming
19.0,USA,Swimming
25.0,USA,Handball
33.0,USA,Fencing
28.0,POR,Athletics
26.0,USA,Hockey
17.0,GBR,Diving
19.0,GBR,Weightlifting
26.0,JPN,Athletics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
17.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
27.0,JPN,Gymnastics
26.0,JPN,Volleyball
26.0,JPN,Wrestling
24.0,FRG,Swimming
24.0,FRG,Swimming
24.0,FRG,Swimming
24.0,GBR,Athletics
28.0,USA,Fencing
28.0,USA,Fencing
31.0,ITA,Athletics
26.0,CAN,Canoeing
26.0,CAN,Canoeing
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
22.0,GBR,Gymnastics
23.0,JAM,Athletics
23.0,JAM,Athletics
23.0,JAM,Athletics
27.0,ISV,Athletics
25.0,AUS,Basketball
28.0,FRA,Equestrianism
28.0,FRA,Equestrianism
23.0,FRG,Hockey
28.0,USA,Athletics
26.0,POR,Athletics
26.0,POR,Athletics
23.0,JPN,Synchronized Swimming
23.0,JPN,Synchronized Swimming
20.0,FRA,Athletics
22.0,CAN,Diving
22.0,FRA,Wrestling
26.0,USA,Hockey
27.0,USA,Football
29.0,ITA,Equestrianism
28.0,GBR,Rowing
21.0,FRG,Handball
20.0,CHN,Swimming
20.0,CHN,Swimming
20.0,CHN,Swimming
36.0,AUS,Shooting
36.0,AUS,Shooting
26.0,JPN,Wrestling
27.0,AUS,Athletics
27.0,AUS,Athletics
22.0,USA,Basketball
23.0,AUS,Rowing
20.0,USA,Basketball
28.0,GBR,Modern Pentathlon
28.0,GBR,Modern Pentathlon
24.0,JPN,Weightlifting
23.0,JAM,Cycling
38.0,JPN,Athletics
21.0,ITA,Boxing
25.0,AUS,Water Polo
17.0,USA,Swimming
28.0,USA,Athletics
16.0,JPN,Swimming
16.0,JPN,Swimming
16.0,JPN,Swimming
31.0,JPN,Wrestling
21.0,JPN,Water Polo
26.0,FRG,Athletics
24.0,FRA,Athletics
24.0,FRA,Athletics
18.0,JPN,Volleyball
38.0,JPN,Shooting
41.0,JPN,Equestrianism
17.0,JPN,Swimming
17.0,JPN,Swimming
17.0,JPN,Swimming
17.0,JPN,Swimming
30.0,JPN,Handball
26.0,JPN,Judo
26.0,JPN,Equestrianism
26.0,JPN,Equestrianism
22.0,JPN,Diving
20.0,JPN,Cycling
24.0,AUS,Athletics
24.0,AUS,Athletics
25.0,FRA,Equestrianism
26.0,GBR,Athletics
29.0,ITA,Volleyball
25.0,CAN,Sailing
21.0,FRG,Handball
23.0,ITA,Football
25.0,USA,Judo
20.0,CAN,Athletics
22.0,JPN,Wrestling
23.0,FRG,Weightlifting
39.0,POR,Shooting
19.0,FRG,Rowing
19.0,FRG,Rowing
23.0,CAN,Rowing
28.0,FRG,Judo
19.0,FRA,Swimming
20.0,POR,Judo
20.0,CAN,Swimming
27.0,CAN,Athletics
23.0,ISV,Swimming
23.0,ISV,Swimming
23.0,ISV,Swimming
23.0,ISV,Swimming
23.0,ISV,Swimming
23.0,ISV,Swimming
30.0,GBR,Sailing
26.0,USA,Hockey
32.0,USA,Hockey
29.0,AUS,Cycling
25.0,FRG,Fencing
25.0,FRG,Wrestling
33.0,FRA,Equestrianism
33.0,FRA,Equestrianism
25.0,JPN,Handball
27.0,USA,Cycling
27.0,USA,Cycling
22.0,USA,Athletics
22.0,USA,Athletics
30.0,AUS,Hockey
25.0,USA,Basketball
21.0,GBR,Cycling
26.0,ITA,Athletics
24.0,FRG,Fencing
24.0,FRG,Fencing
25.0,USA,Athletics
27.0,USA,Rowing
22.0,CAN,Football
31.0,JPN,Judo
22.0,FRA,Judo
22.0,ITA,Fencing
22.0,ITA,Fencing
23.0,AUS,Athletics
23.0,AUS,Athletics
23.0,AUS,Athletics
30.0,ITA,Equestrianism
30.0,ITA,Equestrianism
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
25.0,CAN,Gymnastics
48.0,USA,Shooting
25.0,AUS,Basketball
26.0,GBR,Athletics
18.0,USA,Swimming
29.0,JPN,Equestrianism
23.0,ITA,Weightlifting
29.0,FRG,Water Polo
32.0,USA,Athletics
21.0,JPN,Volleyball
18.0,FRA,Cycling
15.0,JPN,Swimming
15.0,JPN,Swimming
15.0,JPN,Swimming
15.0,JPN,Swimming
15.0,JPN,Swimming
27.0,JPN,Boxing
27.0,JPN,Handball
24.0,JPN,Fencing
24.0,JPN,Fencing
19.0,JPN,Fencing
23.0,JPN,Cycling
23.0,FRG,Athletics
23.0,FRG,Athletics
33.0,JPN,Sailing
23.0,JPN,Volleyball
18.0,JPN,Swimming
18.0,JPN,Swimming
30.0,CAN,Canoeing
21.0,JAM,Athletics
21.0,JAM,Athletics
13.0,ITA,Swimming
13.0,ITA,Swimming
13.0,ITA,Swimming
13.0,ITA,Swimming
24.0,CAN,Canoeing
23.0,FRA,Fencing
23.0,FRA,Fencing
24.0,JPN,Athletics
24.0,JPN,Athletics
20.0,CAN,Cycling
29.0,USA,Cycling
21.0,AUS,Swimming
21.0,AUS,Swimming
27.0,ITA,Wrestling
23.0,USA,Rowing
22.0,CAN,Boxing
27.0,USA,Athletics
30.0,JPN,Wrestling
21.0,GBR,Swimming
21.0,GBR,Swimming
25.0,USA,Handball
24.0,FRG,Water Polo
22.0,FRA,Basketball
27.0,JPN,Wrestling
18.0,JPN,Volleyball
24.0,FRG,Hockey
18.0,CAN,Swimming
18.0,CAN,Swimming
18.0,CAN,Swimming
24.0,CAN,Athletics
24.0,JAM,Athletics
24.0,JAM,Athletics
24.0,JAM,Athletics
28.0,GBR,Athletics
25.0,FRG,Water Polo
39.0,FRA,Equestrianism
39.0,FRA,Equestrianism
21.0,JPN,Water Polo
21.0,FRG,Equestrianism
21.0,FRG,Equestrianism
28.0,GBR,Athletics
28.0,GBR,Athletics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
27.0,USA,Archery
27.0,USA,Athletics
27.0,CAN,Athletics
23.0,USA,Boxing
26.0,USA,Athletics
22.0,USA,Athletics
23.0,CAN,Boxing
22.0,ITA,Cycling
27.0,CHN,Water Polo
21.0,ITA,Athletics
21.0,ITA,Athletics
23.0,CHN,Fencing
22.0,GBR,Rowing
26.0,FRG,Basketball
31.0,FRA,Judo
19.0,AUS,Swimming
19.0,AUS,Swimming
21.0,USA,Cycling
26.0,USA,Shooting
19.0,GBR,Athletics
23.0,CAN,Basketball
27.0,FRG,Wrestling
19.0,FRA,Swimming
19.0,FRA,Swimming
23.0,AUS,Hockey
25.0,ITA,Athletics
21.0,AUS,Rowing
37.0,GBR,Fencing
23.0,FRG,Handball
29.0,GBR,Fencing
29.0,GBR,Fencing
21.0,ITA,Athletics
23.0,CAN,Athletics
23.0,CAN,Athletics
23.0,CAN,Athletics
22.0,AUS,Hockey
22.0,AUS,Swimming
22.0,AUS,Swimming
22.0,AUS,Swimming
22.0,AUS,Swimming
27.0,USA,Rowing
23.0,FRA,Cycling
23.0,FRA,Cycling
35.0,POR,Shooting
35.0,POR,Shooting
23.0,CAN,Basketball
22.0,CHN,Canoeing
33.0,AUS,Water Polo
22.0,USA,Rowing
34.0,FRA,Shooting
24.0,FRA,Sailing
30.0,ITA,Sailing
20.0,USA,Football
23.0,USA,Basketball
23.0,CAN,Fencing
23.0,CAN,Fencing
23.0,GBR,Canoeing
23.0,GBR,Canoeing
18.0,ITA,Swimming
18.0,ITA,Swimming
18.0,ITA,Swimming
18.0,ITA,Swimming
35.0,FRG,Hockey
19.0,FRG,Swimming
19.0,FRG,Swimming
19.0,FRG,Swimming
24.0,FRG,Athletics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
21.0,CAN,Gymnastics
20.0,FRG,Weightlifting
27.0,FRG,Basketball
20.0,FRA,Synchronized Swimming
26.0,USA,Athletics
26.0,ITA,Athletics
18.0,FRG,Swimming
18.0,FRG,Swimming
26.0,USA,Athletics
30.0,USA,Equestrianism
30.0,USA,Equestrianism
23.0,GBR,Modern Pentathlon
23.0,GBR,Modern Pentathlon
34.0,GBR,Fencing
21.0,CAN,Fencing
21.0,CAN,Fencing
22.0,JAM,Swimming
22.0,JAM,Swimming
22.0,JAM,Swimming
22.0,JAM,Swimming
18.0,AUS,Swimming
18.0,AUS,Swimming
25.0,USA,Cycling
25.0,USA,Cycling
31.0,FRA,Athletics
21.0,ITA,Cycling
31.0,FRA,Sailing
21.0,FRG,Swimming
21.0,FRG,Swimming
25.0,CAN,Weightlifting
30.0,FRA,Fencing
30.0,FRA,Fencing
24.0,AUS,Weightlifting
25.0,FRA,Sailing
23.0,GBR,Weightlifting
29.0,GBR,Weightlifting
28.0,POR,Athletics
28.0,POR,Athletics
25.0,AUS,Hockey
23.0,ITA,Water Polo
28.0,CAN,Volleyball
26.0,FRG,Volleyball
25.0,USA,Hockey
29.0,USA,Canoeing
29.0,USA,Canoeing
24.0,FRG,Handball
26.0,CAN,Equestrianism
26.0,CAN,Equestrianism
28.0,FRG,Athletics
25.0,FRG,Rowing
44.0,USA,Equestrianism
44.0,USA,Equestrianism
30.0,CAN,Hockey
27.0,FRA,Sailing
22.0,CAN,Fencing
22.0,CAN,Fencing
21.0,FRA,Swimming
20.0,ITA,Cycling
23.0,ITA,Rowing
21.0,CAN,Athletics
22.0,CAN,Basketball
26.0,FRA,Rowing
19.0,CAN,Swimming
19.0,CAN,Swimming
19.0,CAN,Swimming
27.0,AUS,Rowing
23.0,CAN,Hockey
25.0,USA,Athletics
31.0,ITA,Athletics
23.0,ITA,Water Polo
20.0,FRA,Cycling
20.0,GBR,Hockey
28.0,CAN,Water Polo
18.0,FRA,Swimming
29.0,GBR,Cycling
23.0,GBR,Swimming
37.0,USA,Athletics
26.0,USA,Volleyball
47.0,CAN,Equestrianism
47.0,CAN,Equestrianism
27.0,IND,Boxing
26.0,IND,Wrestling
24.0,AUS,Sailing
27.0,GBR,Hockey
26.0,ITA,Basketball
18.0,GBR,Gymnastics
18.0,GBR,Gymnastics
18.0,GBR,Gymnastics
18.0,GBR,Gymnastics
18.0,GBR,Gymnastics
18.0,GBR,Gymnastics
18.0,GBR,Rhythmic Gymnastics
29.0,GBR,Archery
42.0,CAN,Shooting
30.0,GBR,Equestrianism
30.0,GBR,Equestrianism
26.0,GBR,Rowing
24.0,GBR,Athletics
24.0,GBR,Athletics
19.0,ITA,Weightlifting
16.0,CAN,Cycling
17.0,GBR,Swimming
29.0,FRG,Fencing
29.0,FRG,Fencing
31.0,FRG,Rowing
23.0,FRG,Handball
21.0,CHN,Basketball
27.0,CHN,Water Polo
33.0,JAM,Athletics
33.0,JAM,Athletics
22.0,FRA,Athletics
22.0,FRA,Athletics
20.0,AUS,Basketball
22.0,FRA,Athletics
20.0,ITA,Swimming
25.0,ITA,Athletics
23.0,GBR,Canoeing
29.0,GBR,Judo
25.0,ISV,Equestrianism
49.0,FRG,Shooting
31.0,FRG,Weightlifting
30.0,CAN,Basketball
25.0,CAN,Football
15.0,FRA,Gymnastics
15.0,FRA,Gymnastics
15.0,FRA,Gymnastics
15.0,FRA,Gymnastics
15.0,FRA,Gymnastics
22.0,FRG,Football
18.0,CAN,Swimming
18.0,CAN,Swimming
18.0,CAN,Swimming
21.0,AUS,Cycling
21.0,AUS,Cycling
24.0,AUS,Canoeing
26.0,IND,Athletics
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,ITA,Swimming
21.0,IND,Athletics
19.0,USA,Swimming
19.0,USA,Swimming
19.0,USA,Swimming
31.0,PAK,Athletics
22.0,CAN,Volleyball
20.0,JAM,Athletics
20.0,JAM,Athletics
27.0,FRG,Handball
25.0,GBR,Rowing
23.0,ITA,Wrestling
15.0,GBR,Swimming
25.0,ITA,Volleyball
23.0,POR,Shooting
20.0,FRG,Hockey
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
22.0,CAN,Gymnastics
20.0,FRG,Athletics
22.0,GBR,Rowing
23.0,AUS,Rowing
24.0,FRG,Modern Pentathlon
24.0,FRG,Modern Pentathlon
21.0,FRG,Rowing
21.0,FRG,Rowing
37.0,FRG,Fencing
28.0,CAN,Athletics
20.0,GBR,Athletics
20.0,GBR,Athletics
20.0,JAM,Athletics
32.0,USA,Fencing
26.0,USA,Wrestling
24.0,GBR,Athletics
23.0,CAN,Rowing
22.0,CHN,Wrestling
23.0,FRA,Canoeing
23.0,FRA,Canoeing
21.0,FRA,Canoeing
21.0,FRA,Canoeing
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
27.0,FRG,Rowing
25.0,ITA,Swimming
25.0,ITA,Swimming
20.0,GBR,Cycling
18.0,USA,Swimming
23.0,ITA,Athletics
27.0,FRA,Fencing
27.0,FRA,Fencing
23.0,FRA,Athletics
23.0,FRA,Athletics
28.0,GBR,Sailing
30.0,GBR,Sailing
28.0,AUS,Judo
15.0,USA,Swimming
19.0,CAN,Athletics
21.0,USA,Athletics
24.0,USA,Rowing
33.0,FRG,Athletics
24.0,FRG,Volleyball
18.0,FRG,Rowing
25.0,ITA,Diving
23.0,CAN,Wrestling
32.0,GBR,Athletics
26.0,USA,Athletics
22.0,ITA,Basketball
31.0,AUS,Athletics
22.0,PAK,Athletics
22.0,PAK,Athletics
20.0,FRA,Cycling
20.0,FRA,Cycling
26.0,CAN,Athletics
26.0,GBR,Rowing
22.0,USA,Basketball
31.0,ITA,Archery
25.0,USA,Water Polo
22.0,CAN,Rowing
25.0,CAN,Cycling
25.0,CAN,Wrestling
33.0,GBR,Archery
36.0,GBR,Shooting
25.0,FRG,Handball
24.0,USA,Cycling
28.0,USA,Rowing
27.0,FRG,Water Polo
29.0,FRG,Judo
22.0,FRA,Football
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,FRG,Gymnastics
30.0,USA,Athletics
20.0,ITA,Rowing
31.0,ITA,Sailing
29.0,POR,Judo
22.0,POR,Judo
26.0,ITA,Judo
17.0,GBR,Diving
19.0,JAM,Boxing
20.0,GBR,Swimming
20.0,GBR,Swimming
32.0,GBR,Athletics
20.0,CAN,Rowing
26.0,CAN,Athletics
28.0,ITA,Athletics
28.0,ITA,Athletics
19.0,ISV,Swimming
19.0,ISV,Swimming
19.0,ISV,Swimming
19.0,ISV,Swimming
19.0,ISV,Swimming
20.0,USA,Shooting
20.0,FRG,Hockey
22.0,FRG,Handball
22.0,FRG,Handball
23.0,FRA,Athletics
15.0,CAN,Diving
37.0,USA,Archery
21.0,GBR,Athletics
21.0,CAN,Weightlifting
25.0,CAN,Rowing
31.0,AUS,Equestrianism
31.0,AUS,Equestrianism
38.0,AUS,Equestrianism
38.0,AUS,Equestrianism
21.0,FRA,Equestrianism
21.0,FRA,Equestrianism
20.0,USA,Volleyball
23.0,CAN,Athletics
21.0,USA,Synchronized Swimming
21.0,USA,Synchronized Swimming
33.0,AUS,Shooting
17.0,AUS,Swimming
17.0,AUS,Swimming
17.0,AUS,Swimming
30.0,ISV,Athletics
30.0,FRA,Football
22.0,CAN,Hockey
26.0,ITA,Football
20.0,ITA,Athletics
20.0,ITA,Athletics
30.0,ITA,Basketball
25.0,FRG,Wrestling
29.0,PAK,Sailing
20.0,USA,Swimming
24.0,CAN,Diving
20.0,FRG,Athletics
22.0,FRG,Shooting
21.0,JPN,Water Polo
23.0,JPN,Judo
23.0,JPN,Wrestling
16.0,JPN,Swimming
25.0,JPN,Water Polo
20.0,JPN,Swimming
20.0,JPN,Swimming
20.0,JPN,Swimming
20.0,JPN,Swimming
20.0,JPN,Swimming
24.0,JPN,Swimming
24.0,JPN,Swimming
24.0,JPN,Swimming
24.0,JPN,Swimming
25.0,JPN,Athletics
21.0,JPN,Cycling
21.0,JPN,Cycling
16.0,JPN,Swimming
16.0,JPN,Swimming
16.0,JPN,Swimming
25.0,USA,Athletics
29.0,FRA,Fencing
22.0,QAT,Football
26.0,USA,Volleyball
29.0,FRG,Athletics
26.0,IND,Shooting
26.0,IND,Shooting
23.0,GBR,Cycling
23.0,GBR,Cycling
28.0,GBR,Athletics
22.0,CAN,Hockey
25.0,FRG,Modern Pentathlon
25.0,FRG,Modern Pentathlon
32.0,AUS,Equestrianism
32.0,AUS,Equestrianism
25.0,CAN,Wrestling
20.0,POR,Swimming
20.0,POR,Swimming
17.0,POR,Archery
24.0,IND,Weightlifting
26.0,PAK,Hockey
22.0,FRA,Boxing
22.0,FRA,Wrestling
21.0,JPN,Cycling
28.0,JPN,Athletics
28.0,JPN,Handball
23.0,JPN,Weightlifting
21.0,JPN,Cycling
17.0,JPN,Athletics
23.0,JPN,Sailing
23.0,JPN,Sailing
28.0,JPN,Archery
21.0,FRG,Basketball
40.0,FRG,Equestrianism
40.0,FRG,Equestrianism
32.0,CAN,Athletics
32.0,CAN,Athletics
23.0,USA,Volleyball
23.0,FRG,Volleyball
23.0,USA,Football
26.0,FRA,Athletics
24.0,FRA,Swimming
21.0,ITA,Swimming
42.0,AUS,Athletics
42.0,AUS,Athletics
27.0,CAN,Volleyball
25.0,ITA,Fencing
25.0,ITA,Fencing
23.0,AUS,Athletics
23.0,AUS,Athletics
16.0,JAM,Swimming
16.0,JAM,Swimming
16.0,JAM,Swimming
20.0,ITA,Canoeing
20.0,ITA,Canoeing
20.0,ITA,Canoeing
23.0,FRG,Athletics
23.0,FRG,Athletics
18.0,FRG,Rhythmic Gymnastics
26.0,FRG,Football
25.0,FRG,Cycling
16.0,FRG,Synchronized Swimming
16.0,FRG,Synchronized Swimming
22.0,FRG,Wrestling
26.0,USA,Fencing
20.0,FRG,Hockey
17.0,FRG,Swimming
17.0,FRG,Swimming
17.0,FRG,Swimming
23.0,FRG,Rowing
26.0,FRG,Athletics
23.0,FRG,Hockey
24.0,FRG,Swimming
26.0,FRG,Canoeing
26.0,FRG,Canoeing
23.0,FRG,Hockey
23.0,FRG,Cycling
23.0,FRG,Cycling
22.0,FRG,Handball
22.0,FRG,Athletics
22.0,FRG,Athletics
35.0,FRG,Judo
28.0,USA,Handball
24.0,CAN,Rowing
25.0,FRG,Fencing
28.0,USA,Canoeing
39.0,FRG,Equestrianism
39.0,FRG,Equestrianism
23.0,FRG,Canoeing
23.0,FRG,Canoeing
22.0,FRG,Fencing
22.0,FRG,Fencing
22.0,FRG,Football
20.0,FRG,Swimming
20.0,FRG,Swimming
20.0,FRG,Swimming
20.0,FRG,Swimming
25.0,FRG,Football
25.0,CAN,Rowing
21.0,FRG,Basketball
23.0,FRG,Water Polo
22.0,FRG,Shooting
22.0,USA,Swimming
22.0,USA,Swimming
25.0,USA,Water Polo
28.0,USA,Athletics
26.0,FRG,Athletics
26.0,FRG,Athletics
25.0,USA,Wrestling
23.0,USA,Wrestling
20.0,CAN,Shooting
24.0,GBR,Boxing
17.0,FRG,Cycling
21.0,FRG,Swimming
21.0,FRG,Swimming
21.0,FRG,Handball
16.0,FRG,Gymnastics
16.0,FRG,Gymnastics
16.0,FRG,Gymnastics
16.0,FRG,Gymnastics
16.0,FRG,Gymnastics
16.0,FRG,Gymnastics
23.0,USA,Shooting
25.0,FRG,Handball
25.0,ITA,Equestrianism
25.0,ITA,Equestrianism
23.0,ITA,Equestrianism
23.0,ITA,Equestrianism
26.0,JAM,Athletics
45.0,ISV,Shooting
28.0,USA,Athletics
25.0,CAN,Athletics
23.0,ITA,Shooting
24.0,ITA,Fencing
22.0,FRG,Canoeing
22.0,FRG,Canoeing
22.0,FRG,Canoeing
22.0,FRG,Canoeing
25.0,CAN,Basketball
22.0,JPN,Boxing
18.0,ITA,Cycling
24.0,FRG,Wrestling
36.0,FRG,Shooting
22.0,FRG,Swimming
22.0,FRG,Swimming
22.0,FRG,Swimming
23.0,FRG,Weightlifting
29.0,JPN,Handball
15.0,JPN,Swimming
15.0,JPN,Swimming
15.0,JPN,Swimming
28.0,JPN,Athletics
21.0,ITA,Cycling
26.0,ITA,Athletics
26.0,ITA,Athletics
22.0,ITA,Sailing
25.0,FRA,Football
23.0,CAN,Shooting
31.0,FRA,Basketball
24.0,AUS,Basketball
20.0,JAM,Athletics
20.0,JAM,Athletics
24.0,ITA,Football
21.0,FRA,Athletics
25.0,ITA,Rowing
23.0,ITA,Athletics
27.0,USA,Diving
24.0,IND,Hockey
24.0,USA,Weightlifting
21.0,USA,Boxing
25.0,IND,Hockey
31.0,GBR,Cycling
23.0,CAN,Athletics
23.0,CAN,Athletics
23.0,CAN,Athletics
30.0,CAN,Canoeing
26.0,USA,Water Polo
15.0,AUS,Sailing
28.0,USA,Fencing
28.0,USA,Fencing
26.0,USA,Hockey
19.0,CAN,Swimming
19.0,CAN,Swimming
18.0,CHN,Swimming
18.0,CHN,Swimming
18.0,CHN,Swimming
26.0,CHN,Volleyball
24.0,CHN,Canoeing
27.0,GBR,Canoeing
27.0,GBR,Canoeing
22.0,PAK,Hockey
23.0,AUS,Water Polo
19.0,CHN,Rowing
28.0,JPN,Handball
17.0,AUS,Swimming
35.0,JPN,Archery
22.0,JPN,Fencing
22.0,JPN,Fencing
24.0,JPN,Volleyball
26.0,JPN,Athletics
17.0,AUS,Swimming
17.0,AUS,Swimming
31.0,USA,Water Polo
31.0,ITA,Athletics
23.0,ITA,Athletics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
21.0,FRG,Gymnastics
25.0,CAN,Basketball
25.0,IND,Wrestling
24.0,IND,Athletics
23.0,IND,Hockey
28.0,IND,Wrestling
33.0,IND,Boxing
19.0,IND,Wrestling
18.0,IND,Shooting
21.0,ISV,Sailing
21.0,IND,Hockey
29.0,IND,Wrestling
25.0,IND,Hockey
37.0,IND,Shooting
23.0,IND,Hockey
24.0,IND,Wrestling
24.0,IND,Hockey
28.0,IND,Shooting
22.0,CAN,Hockey
34.0,IND,Shooting
26.0,FRG,Athletics
26.0,FRG,Athletics
18.0,FRG,Canoeing
25.0,GBR,Fencing
25.0,GBR,Fencing
28.0,GBR,Athletics
21.0,FRG,Hockey
26.0,FRG,Equestrianism
26.0,FRG,Equestrianism
24.0,GBR,Athletics
22.0,CAN,Athletics
24.0,GBR,Athletics
24.0,GBR,Athletics
24.0,GBR,Athletics
19.0,CAN,Athletics
26.0,AUS,Shooting
26.0,AUS,Shooting
24.0,CAN,Basketball
23.0,USA,Athletics
29.0,AUS,Athletics
19.0,CAN,Canoeing
19.0,CAN,Canoeing
30.0,GBR,Athletics
30.0,AUS,Fencing
23.0,USA,Rowing
46.0,GBR,Athletics
28.0,USA,Athletics
24.0,JAM,Athletics
24.0,JAM,Athletics
23.0,GBR,Canoeing
28.0,USA,Fencing
34.0,USA,Equestrianism
34.0,USA,Equestrianism
22.0,CAN,Hockey
21.0,GBR,Equestrianism
21.0,CAN,Volleyball
35.0,AUS,Hockey
27.0,CAN,Rowing
28.0,USA,Athletics
26.0,GBR,Canoeing
26.0,GBR,Canoeing
26.0,GBR,Canoeing
26.0,AUS,Basketball
30.0,USA,Sailing
23.0,ISV,Fencing
25.0,GBR,Diving
25.0,GBR,Diving
24.0,AUS,Hockey
31.0,JPN,Athletics
31.0,JPN,Athletics
49.0,CAN,Shooting
25.0,JPN,Volleyball
22.0,CAN,Athletics
25.0,CHN,Volleyball
26.0,CHN,Water Polo
25.0,CHN,Basketball
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
26.0,JPN,Gymnastics
24.0,FRG,Basketball
29.0,GBR,Modern Pentathlon
29.0,GBR,Modern Pentathlon
32.0,GBR,Athletics
32.0,USA,Canoeing
23.0,CAN,Athletics
37.0,GBR,Shooting
22.0,USA,Hockey
26.0,USA,Athletics
19.0,FRG,Shooting
22.0,AUS,Modern Pentathlon
22.0,AUS,Modern Pentathlon
24.0,USA,Athletics
28.0,USA,Rowing
25.0,FRG,Handball
23.0,USA,Rowing
18.0,USA,Shooting
25.0,CAN,Weightlifting
20.0,ITA,Rhythmic Gymnastics
19.0,GBR,Swimming
18.0,AUS,Swimming
28.0,FRG,Volleyball
22.0,FRG,Cycling
24.0,FRG,Water Polo
26.0,JAM,Weightlifting
